,,,These are the population desnities in people per square mile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_name,county_name,Area in sq mi,pop1970,pop1971,pop1972,pop1973,pop1974,pop1975,pop1976,pop1977,pop1978,pop1979,pop1980,pop1981,pop1982,pop1983,pop1984,pop1985,pop1986,pop1987,pop1988,pop1989,pop1990,pop1991,pop1992,pop1993,pop1994,pop1995,pop1996,pop1997,pop1998,pop1999,pop2000,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009
Alabama,Morgan County,579.34,133.4380502,138.6059999,140.332102,142.2308144,145.3377982,147.5817309,149.3078331,151.0339352,153.9683088,156.2122415,155.74792,155.54424,156.2174198,157.5206269,159.5280837,162.1327718,164.9204267,167.6752857,169.0095626,170.4888321,173.4542756,175.89671,178.4686022,181.202748,182.6820175,184.1889046,185.378189,187.069769,188.5214209,189.2929886,191.9321987,192.4500293,192.2825974,193.8188283,193.6859185,194.9649601,197.2882936,198.7572065,200.7404978,202.4596955
Alabama,Perry County,719.66,21.38231943,21.39899397,21.12108496,20.70422144,21.12108496,20.14840341,20.00944891,20.14840341,20.84317594,20.56526693,20.85985048,20.66948281,20.48606286,20.66809327,20.4193647,20.14145569,19.56618403,19.38415363,18.81444015,18.15579579,17.65555957,17.29010922,17.18728288,17.34013284,17.47352917,17.75560681,17.51521552,17.51521552,17.62221049,17.52216324,16.4077481,16.16318817,16.00894867,15.61987605,15.39338021,14.98902259,14.66525859,14.90426035,14.94177806,14.7611372
Alabama,Pickens County,881.41,23.06077762,23.14473401,23.7120069,24.16582521,24.39273437,24.39273437,24.39273437,24.50618895,24.84655268,24.7330981,24.371178,24.71948355,24.61623989,24.66502536,24.60943261,24.65594899,24.51186168,24.16128703,23.82886511,23.70746871,23.46467592,23.53161412,23.74604327,23.80503965,23.71427599,23.70066144,23.80503965,23.764196,23.84701785,23.85722876,23.71654508,23.62464687,23.49417411,23.04943216,22.79983209,22.50258109,22.34828286,22.12704644,21.99317003,21.80370089
Alabama,Pike County,672.09,37.2539392,37.34618875,36.60224077,37.34618875,37.94134714,39.13166391,39.28045351,39.13166391,39.7268223,40.76834948,41.73548186,42.40949873,41.60008332,41.42897529,40.89779643,41.4245116,41.52122484,41.35904418,41.25191567,41.13734768,41.11800503,41.6447202,41.8679046,42.17589906,42.77403324,42.49133301,42.19524171,42.46455088,42.62524364,42.35891026,44.24109866,44.08784538,43.564106,43.76348406,44.23068339,44.16819176,44.59968159,44.91362764,45.18888839,45.32279903
Alabama,Randolph County,580.55,31.57523038,32.0385841,31.52183274,32.72758591,33.07208681,33.24433727,33.76108862,33.76108862,34.27783998,34.27783998,34.57927827,34.78597881,34.87210404,34.38119025,34.55860822,34.06424942,33.88683145,33.71974851,34.11936956,34.25716993,34.35018517,34.5138231,34.88588408,34.98234433,34.86176901,34.76703126,34.81009388,34.38463526,34.49315304,34.90310912,38.60821635,38.7046766,38.63405391,38.35673069,38.57376626,38.70812161,38.68917406,38.56515373,38.96305228,38.88898458
Alabama,Russell County,641.14,70.80200892,71.1233116,70.96733943,72.21511682,71.43525595,73.93081074,74.71067162,75.17858814,74.39872727,74.55469944,73.86218299,73.07764295,72.7797361,71.83142527,72.4787098,72.77661665,73.8559441,74.10082041,73.79979412,72.68927223,73.25077206,74.38313005,76.39205166,77.90498175,80.31631157,80.1322644,80.48476152,79.13560221,78.56006488,78.09682753,77.50569298,77.06273201,76.71959322,75.93349346,76.3951711,76.57297938,77.51037215,78.34014412,78.43060798,79.30561188
Alabama,St. Clair County,631.9,44.2411774,46.68460199,49.53315398,50.95742997,53.33122329,55.07200506,57.12929261,60.13609748,62.19338503,64.09241969,65.20810255,66.03734768,66.65453395,67.24798228,69.91137838,71.76926729,72.85013451,75.17328691,76.02785251,77.80344991,79.26728913,81.3040038,83.7094477,86.28738724,88.65010286,91.48915968,93.97056496,95.97721158,98.14527615,101.0476341,102.9893971,104.467479,106.1718626,108.0740624,110.7232157,113.9484096,119.04257,124.2522551,127.0564963,129.6012027
Alabama,Shelby County,784.93,48.45909826,51.08735811,54.39975539,58.85875174,63.44514797,65.86574599,69.56034296,76.69473711,80.89893366,82.17293262,84.46358274,88.25627763,90.40296587,92.8070019,96.77168665,101.4115908,106.0145491,112.7094136,117.8793013,122.9358032,127.5655154,131.699642,137.0147656,144.7326513,152.8658606,159.6600971,165.819882,173.0154281,179.4465749,186.5032551,184.122151,190.1825641,196.0913712,203.3404253,211.1309289,218.7175927,227.8419732,233.7507803,240.1271451,245.2486209
Alabama,Sumter County,903.89,18.77883371,17.4800031,18.25443361,18.47569948,18.25443361,18.69696534,19.02886413,19.02886413,19.13949706,18.69696534,18.70581597,18.87065904,18.81091726,18.78436535,18.95252741,18.94257045,18.88836031,18.71245395,18.32634502,18.02652978,17.88491963,17.95683103,17.83181582,17.75326644,18.03648674,17.94687407,17.88270697,17.59174236,17.44128157,17.27533218,16.31614466,16.10262311,15.64681543,15.48418502,15.3436812,15.09033179,14.90336213,14.67988361,14.49512662,14.21965062
Alabama,Talladega County,736.78,88.60175358,87.95027009,88.22172155,90.39333315,92.56494476,93.65075056,95.41518499,97.31534515,98.40115095,99.75840821,100.2008741,100.8930753,101.4332637,102.4878525,102.0250278,102.1716116,102.3114091,101.4386927,100.9745107,100.7464915,100.5985504,101.0423736,101.6816417,102.4091316,102.7918782,103.2384158,103.7188849,104.031054,104.54274,105.2159396,109.0393333,108.9755422,108.9158229,108.2765547,108.235837,108.4475692,108.7488803,108.8330302,109.2524227,108.9090366
Alabama,Tallapoosa County,716.52,47.22826997,47.17244459,48.70764249,49.9637135,50.94065762,51.63847485,52.61541897,51.63847485,54.01105342,54.70887065,54.1031653,54.05990063,53.63283649,53.70680511,53.67889242,53.87428125,53.80868643,54.06129627,54.1073522,54.07804388,54.27761961,54.72422263,54.90146821,55.09267013,55.22665104,55.15407804,55.93284207,56.22592531,56.32780662,56.28454195,58.25796907,57.76531011,57.14704405,56.79255289,56.66973706,56.44643555,56.82883939,56.93769888,57.10936192,57.23217775
Alabama,Tuscaloosa County,1321.76,87.78371263,90.48541339,92.45248759,93.66299479,95.4787556,96.1596659,97.8241133,99.11027721,101.5312916,102.5904854,104.058982,104.9668624,104.0521729,104.471311,105.1098535,106.8666021,108.7209478,110.5215773,111.5565609,112.7163782,114.2529657,115.8402433,115.8969858,116.9039765,117.942743,120.0686963,119.924192,120.9584191,121.6264677,122.1363939,124.9780596,125.6733446,126.0516281,126.7128677,127.8984082,130.1749183,133.835946,135.4239801,137.5287495,139.2348081
Alabama,Walker County,791.19,71.09038284,74.19203984,78.11018845,79.37410736,81.01720194,83.16586408,84.30339109,85.94648567,87.08401269,87.33679647,86.78067215,86.26752108,85.91867946,85.59890797,85.60901933,85.75942568,86.59487607,86.77940823,86.13480959,85.76953703,85.50664189,85.96670838,86.34841189,86.79331134,87.11055499,87.79433512,88.69803713,89.32999659,89.74582591,90.14016861,89.33378834,89.2036047,88.59692362,87.8600589,87.40378417,87.36713052,87.18259836,86.77435256,87.08780445,86.8843135
Alabama,Washington County,1080.21,15.03503948,15.27480768,15.18223308,15.18223308,15.27480768,15.64510604,15.36738227,15.45995686,15.83025523,15.55253145,15.57197212,16.27553902,16.26350432,16.19685061,15.91172087,15.79322539,15.68398737,15.80248285,15.70527953,15.52198184,15.45440238,15.5312393,15.5654919,15.78767092,15.80248285,15.98115181,16.13112265,16.279242,16.35145018,16.42458411,16.7671101,16.5615945,16.47364864,16.42550985,16.27368752,16.11723646,16.07928088,15.85247313,15.81914628,15.8015571
Alabama,Wilcox County,888.5,18.34890264,18.23297693,17.78277997,17.10748452,16.31963984,16.65728756,16.65728756,16.43218908,16.31963984,16.2070906,16.60664041,16.73944851,16.94316263,17.04895892,16.7259426,16.63815419,16.46482836,16.30725943,15.83117614,15.56330895,15.20540236,15.48677546,15.40348903,15.42487338,15.39786156,15.35284187,15.31119865,15.14350028,15.13899831,15.09735509,14.60889139,14.52785594,14.55036579,14.3849184,14.31738886,14.22847496,14.11142375,14.15869443,14.20033765,13.93809792
Alabama,Winston County,612.98,27.16891253,28.87533035,31.15925479,32.62749192,32.79062938,33.28004176,34.25886652,35.07455382,35.40082874,36.21651604,35.81356651,35.85108813,35.83477438,35.56559757,36.10231981,36.22793566,36.0778492,35.62595843,35.46608372,35.66837417,36.06153545,35.90492349,36.30134752,36.90658749,37.69291005,38.06486345,38.72067604,39.10404907,39.36506901,39.90179125,40.5918627,40.04372084,39.91647362,39.72397142,39.65382231,39.53799471,39.67666156,39.68481843,39.26392378,39.14809619
Alaska,Alaska,570640.95,0.530251115,0.553763273,0.571287427,0.583554335,0.60458332,0.650146121,0.68869926,0.695708922,0.704470999,0.706223414,0.704209889,0.733373586,0.787896487,0.855911235,0.900222811,0.933154201,0.953785388,0.94509516,0.949781119,0.958851621,0.969296017,0.997602783,1.028795778,1.046179739,1.052542759,1.053806251,1.060067631,1.066951119,1.078094728,1.085621353,1.099638924,1.109832724,1.126261619,1.140619158,1.159343717,1.173221095,1.186954774,1.195667784,1.205880861,1.224014856
Alaska,Anchorage Municipality,1704.68,74.14001455,78.95910083,84.00403595,86.40917944,89.40094329,96.79235986,102.3652533,103.8318042,105.3570172,104.8877209,102.3247765,106.1601004,114.5176807,123.7933219,129.2054814,133.0736561,134.9021517,132.0893071,131.6205974,132.2089776,133.504822,137.7930169,143.8398996,146.398151,147.5238754,147.2469906,146.4034306,147.4523078,149.9507239,151.2354225,152.8650539,154.8261257,157.3098763,159.3354765,161.2337799,162.4134735,164.2155713,163.3761175,164.5299998,167.8754957
Alaska,Bethel Census Area,40570,0.223046586,0.234163175,0.241557801,0.25881193,0.263741681,0.278530934,0.28099581,0.28099581,0.28099581,0.285925561,0.271111659,0.277298496,0.295711117,0.302218388,0.314739956,0.318264728,0.3237614,0.323317722,0.335420261,0.338008381,0.338378112,0.344638896,0.351392655,0.361473996,0.36970668,0.379221099,0.384076904,0.388735519,0.394503328,0.399679566,0.396918906,0.400468326,0.40771506,0.411609564,0.414937146,0.418954893,0.421247227,0.421493715,0.424328321,0.427705201
Alaska,Bristol Bay Borough,503.84,2.276516354,2.381708479,1.984757066,2.183232772,2.183232772,2.381708479,2.381708479,2.381708479,2.183232772,2.183232772,2.17132423,2.371784694,2.510717688,2.558351858,2.508732931,2.83423309,2.802476977,2.848126389,3.135916164,3.11805335,2.738964751,2.75285805,2.903699587,3.074388695,2.213004128,1.998650365,2.087964433,2.165369959,2.163385202,2.105827247,2.441251191,2.343998095,2.254684027,2.185217529,2.169339473,2.191171801,2.060177834,1.978802795,1.897427755,1.748570975
Alaska,Denali Borough,12751.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135200735,0.143356695,0.149552089,0.143278273,0.150728429,0.149630511,0.157315936,0.154335873,0.151983192,0.147669944,0.148375748,0.144297768,0.145866222,0.14610149,0.148689439,0.143905654,0.143356695,0.141552973,0.142807737,0.145160418
Alaska,Dillingham Census Area,18568.78,0.214769091,0.22080072,0.226186104,0.226186104,0.236956871,0.253113021,0.253113021,0.258498404,0.263883788,0.258498404,0.174055592,0.168239378,0.183210744,0.196512641,0.202059586,0.201359486,0.204267593,0.21180713,0.216061583,0.220046767,0.216600121,0.221123843,0.229040357,0.233887202,0.237118432,0.235664379,0.238303216,0.239434147,0.241696008,0.245842753,0.265068572,0.262052757,0.266630333,0.26264515,0.265014718,0.265930233,0.26630721,0.267276579,0.265283987,0.266953456
Alaska,Fairbanks North Star Borough,7338.21,6.250025551,6.4457136,6.500222806,6.500222806,6.609241218,7.058942167,7.631288829,7.54952502,7.535897719,7.481388513,7.356426158,7.709782086,8.163434952,8.952455708,9.307446911,9.734390267,10.01879205,10.01988223,10.27007949,10.50951118,10.641696,10.98537654,11.27563806,11.35617542,11.44393524,11.24456782,11.38724566,11.34622749,11.48141032,11.49680917,11.27918116,11.61495787,11.90058611,12.15528037,12.57813554,12.87112252,12.91909062,13.34821435,13.40258728,13.44469564
Alaska,Haines Borough,2318.6,0.648667299,0.73320107,0.73320107,0.73320107,0.776330544,0.862589494,0.819460019,0.73320107,0.73320107,0.73320107,0.724575175,0.769429828,0.807383766,0.924695937,0.895367894,0.990684033,0.866471146,0.845337704,0.875959631,0.918657811,0.91218839,0.963512464,0.933753127,0.94496679,0.985939791,0.97947037,0.97947037,0.99672216,1.001035107,0.986802381,1.033813508,1.001035107,0.992409212,0.99585957,0.967394117,0.962649875,0.968256707,0.998447339,1.003622876,1.034676098
Alaska,Juneau City and Borough,7524.92,1.801480946,1.95350914,2.019955029,2.112979274,2.206003519,2.338895297,2.471787075,2.538232965,2.578100498,2.644546387,2.595110646,2.723484103,3.077109125,3.32030108,3.482561941,3.603626351,3.679108881,3.561499657,3.463691308,3.495718227,3.592596333,3.704889886,3.76349516,3.807881014,3.814525603,3.880307033,3.975058871,4.026089314,4.005756872,4.012268569,4.075525055,4.050541401,4.082036753,4.105292814,4.116721507,4.102634978,4.077252649,4.059046475,4.1184491,4.092535203
Alaska,Kenai Peninsula Borough,2701.93,6.138575019,6.106745919,6.180767081,5.884682431,5.958703593,6.772936383,7.365105684,7.920264404,8.364391379,8.697486611,9.357015171,10.02912733,10.9503207,12.29676565,13.33713309,13.98000688,14.85752777,14.92118597,14.82643888,14.82976983,15.21097882,15.74097034,16.02003013,16.24875552,16.72545181,17.10332984,17.48490894,17.69327851,17.883883,18.13259411,18.37501342,18.51861447,18.80951764,18.84689833,18.99420044,19.07044224,19.31175123,19.70369329,19.85654699,20.23183428
Alaska,Ketchikan Gateway Borough,16075.33,0.624621703,0.659395484,0.653174772,0.665616196,0.684278332,0.715381893,0.709161181,0.702940468,0.702940468,0.690499044,0.703935782,0.754634586,0.78891071,0.843590769,0.850869002,0.827603539,0.822440348,0.806453118,0.828536646,0.843901805,0.868162582,0.878053514,0.899950421,0.902874156,0.908908246,0.91357378,0.922842641,0.910836667,0.885082919,0.876933786,0.869842174,0.854912465,0.84228442,0.825239668,0.816281843,0.818023642,0.827479125,0.816406257,0.813731351,0.80900361
Alaska,Kodiak Island Borough,4858.41,1.936641823,1.934789365,1.893623634,1.687794978,1.790709306,1.893623634,1.893623634,1.893623634,1.893623634,1.934789365,2.045731011,2.109332065,2.213687194,2.368264515,2.482499419,2.519960234,2.611759814,2.593029407,2.675978355,2.696149563,2.758103989,2.868633977,2.912269652,2.971136648,3.082078293,3.063347885,3.067876116,3.029591986,2.980193108,2.953641212,2.874603008,2.823351673,2.805238751,2.738138609,2.712410027,2.686063959,2.694914591,2.691003847,2.710763398,2.746989241
Alaska,Lake and Peninsula Borough,6549.58,0,0,0,0,0,0,0,0,0,0,0.21131126,0.202761093,0.209021036,0.225510643,0.238335893,0.249176283,0.251619188,0.253909411,0.248565557,0.260016673,0.255436226,0.258489857,0.265207845,0.260932762,0.26765075,0.270093655,0.266276616,0.263375667,0.265055164,0.266887342,0.276200917,0.258489857,0.24200025,0.240320753,0.240626116,0.237725167,0.233450084,0.232839358,0.22810623,0.226732096
Alaska,Matanuska-Susitna Borough,23652.01,0.275198598,0.308641845,0.329781697,0.35514952,0.380517343,0.431252989,0.490444575,0.536952251,0.608827749,0.684931217,0.75325522,0.797479791,0.91514421,1.111152921,1.353415629,1.576187394,1.695796679,1.692921659,1.660493125,1.631320129,1.697572426,1.787755036,1.890283321,1.961609182,2.028664794,2.113900679,2.199305683,2.279721681,2.358911568,2.449897493,2.530355771,2.617536522,2.728732146,2.854514267,3.010526378,3.170470501,3.357262237,3.484016792,3.607262131,3.736638028
Alaska,Nome Census Area,24607.9,0.233624161,0.235696667,0.239760402,0.243824138,0.251951609,0.268206552,0.276334023,0.272270287,0.272270287,0.268206552,0.265646398,0.271904551,0.284542769,0.306324392,0.323635906,0.324976938,0.338265354,0.330056608,0.339768936,0.341231881,0.337655793,0.340419134,0.348058957,0.351025484,0.354642208,0.35630834,0.359803153,0.362932229,0.365898756,0.36199757,0.372685195,0.37337603,0.373254118,0.376301919,0.381869237,0.38105649,0.377642952,0.378333787,0.378983985,0.381625413
Alaska,North Slope Borough,22961.76,0.150293357,0.117586805,0.113231738,0.117586805,0.15242734,0.15242734,0.169847608,0.165492541,0.161137474,0.165492541,0.182869257,0.191448739,0.18630976,0.199287859,0.212440161,0.221280947,0.230165283,0.228728111,0.248456564,0.256426337,0.26317669,0.270406101,0.284734271,0.290265206,0.294925128,0.303853015,0.308817791,0.314566479,0.305595041,0.30873069,0.320924877,0.314087422,0.31134373,0.310298514,0.302328741,0.296057445,0.290700713,0.288740933,0.292878246,0.294054114
Alaska,Northwest Arctic Borough,88695.41,0.04563934,0.050735433,0.050735433,0.054117795,0.050735433,0.055245249,0.054117795,0.054117795,0.054117795,0.054117795,0.054467306,0.053159459,0.056609468,0.060172223,0.063137427,0.064794785,0.066170279,0.067083516,0.068628129,0.070093819,0.06920313,0.069879603,0.071446764,0.072641865,0.073340887,0.073228141,0.073543828,0.075144813,0.076260993,0.075764913,0.081390909,0.081672772,0.081560027,0.082044832,0.083014442,0.083138462,0.083860033,0.083713464,0.084186995,0.08392768
Alaska,Petersburg Census Area,35572.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119417821,0.118012244,0.114891863,0.112305602,0.113879848,0.111209252,0.108960328,0.109297667,0.107273636,0.10606484
Alaska,Prince of Wales-Hyder Census Area,3281.98,1.152353153,1.127368235,1.096898823,1.188307059,1.279715294,1.279715294,1.340654117,1.279715294,1.249245882,1.21877647,1.164540917,1.3053096,1.352537188,1.542666317,1.680083364,1.764178941,1.780023035,1.77301507,1.821461435,1.916221305,1.917744776,1.961925423,1.956745623,2.043888141,2.069177752,2.112749011,2.134382294,2.128897799,2.091115729,2.039622423,1.860157588,1.798304682,1.73675647,1.731881364,1.726092176,1.702630729,1.720302988,1.685263164,1.686481941,1.694099294
Alaska,Sitka City and Borough,3922.87,1.557278217,1.6314586,1.580475519,1.733424763,1.758916304,1.733424763,1.835390926,1.937357088,2.01383171,1.962848629,1.989104916,2.033715112,2.082403954,2.115542957,2.105601256,2.081384293,2.087757178,2.017655441,2.132112458,2.181311132,2.201704364,2.241216252,2.26466847,2.309533581,2.241980999,2.193547071,2.151231114,2.162957223,2.11707245,2.088521924,2.251667784,2.22413692,2.2552366,2.254726769,2.256001346,2.276139663,2.278943733,2.224901666,2.220568104,2.229745059
Alaska,Skagway Municipality,2870.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3024032,0.300661246,0.297525729,0.305190326,0.316687222,0.319474348,0.316687222,0.314248486,0.315293659,0.32051952
